antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'header', 'wing_play'})",frozenset({'cutback'}),0.7650273224043715,0.912568306010929,0.7595628415300546,0.9928571428571429,1.0879811804961506,1.0,0.0614231538714205,12.240437158469987,0.3441525849088173,0.8273809523809524,0.9183035714285717,0.9125962360992301
frozenset({'cutback'}),frozenset({'header'}),0.912568306010929,0.7650273224043715,0.7595628415300546,0.8323353293413173,1.0879811804961506,1.0,0.0614231538714205,1.401444184231069,0.9249100719424468,0.8273809523809524,0.28645035510374567,0.9125962360992301
frozenset({'header'}),"frozenset({'goal', 'cutback'})",0.7650273224043715,0.912568306010929,0.7595628415300546,0.9928571428571429,1.0879811804961506,1.0,0.0614231538714205,12.240437158469987,0.3441525849088173,0.8273809523809524,0.9183035714285717,0.9125962360992301
"frozenset({'header', 'cross', 'wing_play'})",frozenset({'cutback'}),0.7650273224043715,0.912568306010929,0.7595628415300546,0.9928571428571429,1.0879811804961506,1.0,0.0614231538714205,12.240437158469987,0.3441525849088173,0.8273809523809524,0.9183035714285717,0.9125962360992301
frozenset({'cutback'}),"frozenset({'header', 'wing_play'})",0.912568306010929,0.7650273224043715,0.7595628415300546,0.8323353293413173,1.0879811804961506,1.0,0.0614231538714205,1.401444184231069,0.9249100719424468,0.8273809523809524,0.28645035510374567,0.9125962360992301
"frozenset({'wing_play', 'cutback'})","frozenset({'header', 'cross'})",0.912568306010929,0.7650273224043715,0.7595628415300546,0.8323353293413173,1.0879811804961506,1.0,0.0614231538714205,1.401444184231069,0.9249100719424468,0.8273809523809524,0.28645035510374567,0.9125962360992301
"frozenset({'header', 'cross'})","frozenset({'wing_play', 'cutback'})",0.7650273224043715,0.912568306010929,0.7595628415300546,0.9928571428571429,1.0879811804961506,1.0,0.0614231538714205,12.240437158469987,0.3441525849088173,0.8273809523809524,0.9183035714285717,0.9125962360992301
frozenset({'cutback'}),"frozenset({'header', 'goal'})",0.912568306010929,0.7650273224043715,0.7595628415300546,0.8323353293413173,1.0879811804961506,1.0,0.0614231538714205,1.401444184231069,0.9249100719424468,0.8273809523809524,0.28645035510374567,0.9125962360992301
frozenset({'cutback'}),"frozenset({'wing_play', 'cross', 'goal'})",0.912568306010929,0.8907103825136612,0.8688524590163934,0.9520958083832335,1.0689173799639984,1.0,0.056018394099555,2.2814207650273204,0.737421383647798,0.9298245614035087,0.5616766467065865,0.9637779655413099
frozenset({'cross'}),"frozenset({'wing_play', 'goal', 'cutback'})",0.8907103825136612,0.912568306010929,0.8688524590163934,0.9754601226993864,1.0689173799639984,1.0,0.056018394099555,3.5628415300546328,0.5899371069182381,0.9298245614035087,0.7193251533742322,0.9637779655413099
frozenset({'cutback'}),"frozenset({'cross', 'goal'})",0.912568306010929,0.8907103825136612,0.8688524590163934,0.9520958083832335,1.0689173799639984,1.0,0.056018394099555,2.2814207650273204,0.737421383647798,0.9298245614035087,0.5616766467065865,0.9637779655413099
frozenset({'cross'}),"frozenset({'goal', 'cutback'})",0.8907103825136612,0.912568306010929,0.8688524590163934,0.9754601226993864,1.0689173799639984,1.0,0.056018394099555,3.5628415300546328,0.5899371069182381,0.9298245614035087,0.7193251533742322,0.9637779655413099
"frozenset({'goal', 'cutback'})","frozenset({'wing_play', 'cross'})",0.912568306010929,0.8907103825136612,0.8688524590163934,0.9520958083832335,1.0689173799639984,1.0,0.056018394099555,2.2814207650273204,0.737421383647798,0.9298245614035087,0.5616766467065865,0.9637779655413099
"frozenset({'cross', 'goal'})","frozenset({'wing_play', 'cutback'})",0.8907103825136612,0.912568306010929,0.8688524590163934,0.9754601226993864,1.0689173799639984,1.0,0.056018394099555,3.5628415300546328,0.5899371069182381,0.9298245614035087,0.7193251533742322,0.9637779655413099
"frozenset({'wing_play', 'goal', 'cutback'})",frozenset({'cross'}),0.912568306010929,0.8907103825136612,0.8688524590163934,0.9520958083832335,1.0689173799639984,1.0,0.056018394099555,2.2814207650273204,0.737421383647798,0.9298245614035087,0.5616766467065865,0.9637779655413099
"frozenset({'wing_play', 'cross', 'goal'})",frozenset({'cutback'}),0.8907103825136612,0.912568306010929,0.8688524590163934,0.9754601226993864,1.0689173799639984,1.0,0.056018394099555,3.5628415300546328,0.5899371069182381,0.9298245614035087,0.7193251533742322,0.9637779655413099
frozenset({'cutback'}),frozenset({'cross'}),0.912568306010929,0.8907103825136612,0.8688524590163934,0.9520958083832335,1.0689173799639984,1.0,0.056018394099555,2.2814207650273204,0.737421383647798,0.9298245614035087,0.5616766467065865,0.9637779655413099
frozenset({'cross'}),frozenset({'cutback'}),0.8907103825136612,0.912568306010929,0.8688524590163934,0.9754601226993864,1.0689173799639984,1.0,0.056018394099555,3.5628415300546328,0.5899371069182381,0.9298245614035087,0.7193251533742322,0.9637779655413099
"frozenset({'wing_play', 'cutback'})","frozenset({'cross', 'goal'})",0.912568306010929,0.8907103825136612,0.8688524590163934,0.9520958083832335,1.0689173799639984,1.0,0.056018394099555,2.2814207650273204,0.737421383647798,0.9298245614035087,0.5616766467065865,0.9637779655413099
"frozenset({'wing_play', 'cross'})","frozenset({'goal', 'cutback'})",0.8907103825136612,0.912568306010929,0.8688524590163934,0.9754601226993864,1.0689173799639984,1.0,0.056018394099555,3.5628415300546328,0.5899371069182381,0.9298245614035087,0.7193251533742322,0.9637779655413099
"frozenset({'wing_play', 'cutback'})",frozenset({'cross'}),0.912568306010929,0.8907103825136612,0.8688524590163934,0.9520958083832335,1.0689173799639984,1.0,0.056018394099555,2.2814207650273204,0.737421383647798,0.9298245614035087,0.5616766467065865,0.9637779655413099
